Text,Lebel
২০৪৯ সালে চীন আধুনিক শক্তিশালী সমাজতান্ত্রিক রাষ্ট্র গড়ার লক্ষ্যে এগোচ্ছে,International
সি চিন পিংয়ের পরিকল্পনা অনুযায়ী চীন বৈশ্বিক শক্তির কেন্দ্রে থাকতে চায়,International
চীনের দ্রুত সামরিক উন্নয়ন যুক্তরাষ্ট্রের উদ্বেগ বাড়িয়েছে,International
হাইপারসনিক ক্ষেপণাস্ত্র যুক্তরাষ্ট্রের প্রতিরক্ষা ব্যবস্থার জন্য বড় চ্যালেঞ্জ,International
চীন নৌবাহিনী শক্তিশালী করে ভারত-প্রশান্ত অঞ্চলে প্রভাব বাড়াচ্ছে,International
গুয়াম কিলার দিয়ে মার্কিন ঘাঁটি ধ্বংসের সক্ষমতা দেখিয়েছে চীন,International
রোবট নেকড়ে ও ড্রোন সাবমেরিন ভবিষ্যতের যুদ্ধের রূপ বদলাচ্ছে,International
চীন যুদ্ধ নাকি নেতৃত্ব—বিশ্বজুড়ে বিশ্লেষকদের প্রধান বিতর্ক,International
অর্থনীতি প্রযুক্তি ও সামরিক শক্তির মিলনে চীন সুপারপাওয়ার হতে চাইছে,International
চীনের দ্রুত সামরিক উন্নয়ন বিশ্ব রাজনীতিতে নতুন উদ্বেগ তৈরি করেছে,International
১৯ ট্রিলিয়ন ডলারের বেশি জিডিপি নিয়ে চীন এখন যুক্তরাষ্ট্রের পরেই,International
সামরিক ক্ষমতায় রাশিয়াকে টপকে যাওয়ার পথে চীন,International
সেপ্টেম্বরে বিশাল সমরাস্ত্র কুচকাওয়াজে চীন তার শক্তির প্রদর্শন করে,International
গুয়াম কিলার ক্ষেপণাস্ত্র যুক্তরাষ্ট্রের জন্য বড় হুমকি বলে বিশেষজ্ঞদের মত,International
চীন গত ৪০ বছর যুদ্ধে না জড়ালেও আধুনিক অস্ত্র উন্নয়নে মন দিয়েছে,International
১৯৯৬ সালের তাইওয়ান প্রণালি সংকটে সামরিক দুর্বলতা বুঝে চীন সংস্কার শুরু করে,International
১৯৮৯ থেকে ২০০৪ পর্যন্ত সামরিক আধুনিকায়নে বড় অগ্রগতি হয়,International
জিয়াং জেমিনের সময়ে প্রতিরক্ষা বাজেট প্রতি বছর ১০ শতাংশ করে বাড়ানো হয়,International
চীনের এআই প্রযুক্তির উন্নতি জে-২০ যুদ্ধবিমানে প্রতিফলিত হয়েছে,International
জে-২০ রাডার ফাঁকি দিয়ে সুশিমা প্রণালি অতিক্রম করে,International
ষষ্ঠ প্রজন্মের জে-৩৬ যুদ্ধবিমান বিশেষজ্ঞদের নজর কাড়ছে,International
চীনের রোবট নেকড়ে শত্রু সেনার ওপর হামলা চালাতে সক্ষম,International
ডংফেং ক্ষেপণাস্ত্র যুক্তরাষ্ট্র পর্যন্ত আঘাত হানতে সক্ষম,International
ডংফেং ৬১ একসঙ্গে বিভিন্ন বোমা বহন করতে পারে,International
হাইপারসনিক ক্ষেপণাস্ত্র ওয়াইজে ১৭ ও ১৯ শব্দের পাঁচ গুণ গতিতে ছুটে,International
চীন লেজার অস্ত্র এলওয়াই–১ দিয়ে ইলেকট্রনিক ব্যবস্থা ধ্বংস করতে পারে,International
চীনের ড্রোন সাবমেরিন এজেএক্স ০০২ নজরদারিতে নতুন মাত্রা যোগ করেছে,International
জিজে ১১ স্টেলথ ড্রোন রাডার ফাঁকি দিয়ে আঘাত হানতে পারে,International
গ্লোবাল ফায়ারপাওয়ার সূচকে চীন ও রাশিয়ার অবস্থান এখন প্রায় সমান,International
চীনের সক্রিয় সেনাসদস্য ৩৩ লাখের বেশি,International
যুক্তরাষ্ট্র ও রাশিয়ার তুলনায় চীনের সেনাসংখ্যা অনেক বেশি,International
চীনের ট্যাংকের সংখ্যা ৬৮০০ এর বেশি,International
নৌবাহিনীতে চীন এখন রাশিয়াকে ছাড়িয়ে গেছে,International
চীনের ডেস্ট্রয়ার যুদ্ধজাহাজ সংখ্যা ৫০টি,International
চীনের সাবমেরিন রয়েছে ৬১টি,International
চীনের পরমাণু অস্ত্রের সংখ্যা দ্রুত বাড়ছে,International
২০২৫ সালের শুরুতে চীনের পরমাণু অস্ত্র ছিল ৬০০টি,International
বিমানবাহিনীতে এখনও যুক্তরাষ্ট্র ও রাশিয়া থেকে পিছিয়ে চীন,International
চীনের মোট আকাশযান ৩৩০০ এর বেশি,International
দ্রুতসক্ষম যুদ্ধবিমান ১২০০ এর বেশি,International
চীনের পরমাণু অস্ত্র বৃদ্ধির হার যুক্তরাষ্ট্রকে উদ্বেগে ফেলেছে,International
বিজয় কুচকাওয়াজে পুতিন ও কিম জং উনের উপস্থিতি নজর কাড়ে,International
চীন ভবিষ্যতের বিশ্বনেতা হওয়ার ইঙ্গিত দিচ্ছে,International
চীনের নতুন পঞ্চবার্ষিক পরিকল্পনায় প্রযুক্তিতে স্বনির্ভরতার লক্ষ্য,International
সেমিকন্ডাক্টর খাতে বিদেশি নির্ভরতা কমাতে কাজ করছে চীন,International
চীন বিশ্বে বিরল খনিজের ৬০ শতাংশ নিয়ন্ত্রণে রেখেছে,International
বিরল খনিজ রপ্তানিতে নিষেধাজ্ঞা দিয়ে যুক্তরাষ্ট্রকে চাপে রেখেছে চীন,International
বেল্ট অ্যান্ড রোড প্রকল্পে ১৫৩টি দেশ যুক্ত,International
এসসিও ও ব্রিকস প্ল্যাটফর্মে চীনের রাজনৈতিক প্রভাব বাড়ছে,International
অর্থনৈতিক সম্প্রসারণের মাধ্যমে বিশ্বব্যবস্থায় নতুন ভারসাম্য আনতে চাইছে বেইজিং,International
চীনের অস্ত্র উন্নয়নে পাকিস্তান ও অন্যান্য দেশের সাড়া পাওয়া যাচ্ছে,International
পাকিস্তান পাঁচটি ভারতীয় যুদ্ধবিমান ভূপাতিত করার দাবি করে জে ১০ নিয়ে আলোচনা বাড়ায়,International
জে ১০ ব্যবহারে রাফাল ধ্বংসের ঘটনা চীনা অস্ত্রের সুনাম বাড়িয়েছে,International
ইন্দোনেশিয়া জে ১০ কেনার আগ্রহ দেখিয়েছে,International
বাংলাদেশও এই যুদ্ধবিমান কেনার আগ্রহ জানিয়েছে,International
চীনের অস্ত্র রপ্তানির ৬১ শতাংশই যায় পাকিস্তানে,International
২০১৯ থেকে ২০২৩ পর্যন্ত বিশ্ব অস্ত্র রপ্তানিতে চীন চতুর্থ,International
আফ্রিকা ও দক্ষিণ এশিয়ায় চীনা অস্ত্রের চাহিদা বাড়ছে,International
হানগর ক্লাস সাবমেরিন কেনার জন্য পাকিস্তান চুক্তি করেছে,International
চীনের অস্ত্র রপ্তানি ভূরাজনৈতিক প্রভাব বিস্তারের নতুন হাতিয়ার,International
ছোট দেশগুলোকে প্রভাবাধীন রাখতে চীন অস্ত্র রপ্তানি বাড়াচ্ছে,International
রাফাল ধ্বংসের ঘটনার পর চেংদুর শেয়ারের দাম ৪০ শতাংশ বেড়ে যায়,International
চীনের হাইপারসনিক প্রযুক্তি যুক্তরাষ্ট্রকে উদ্বেগে ফেলেছে,International
যুদ্ধবিমান জে ৩৬ যুক্তরাষ্ট্রের ষষ্ঠ প্রজন্মের প্রকল্পকে চ্যালেঞ্জ করছে,International
চীন বিশ্বশক্তি হিসেবে নিজেদের অবস্থান সুসংহত করতে চাইছে,International
চীনের সামরিক বাজেট ধারাবাহিকভাবে বাড়ছে,International
চীনা সামরিক প্রযুক্তি এখন সাবমেরিন থেকে মহাকাশেও বিস্তৃত,International
রোবোটিক যুদ্ধযান ভবিষ্যতের যুদ্ধে ব্যবহার হতে পারে,International
চীনের ড্রোন নৌবহর সমুদ্রযুদ্ধে নতুন সম্ভাবনা দেখাচ্ছে,International
বিশেষজ্ঞদের মতে চীনের লক্ষ্য পশ্চিমা আধিপত্য ভেঙে নতুন ভারসাম্য তৈরি করা,International
চীন ও যুক্তরাষ্ট্রের প্রতিযোগিতা বিশ্ব রাজনীতিকে দুই ভাগে ভাগ করছে,International
অস্ত্র উন্নয়নে বিনিয়োগ চীনের জন্য অর্থনৈতিক লাভও আনছে,International
চীনের প্রযুক্তিগত আধিপত্য অর্জনের কৌশল যুক্তরাষ্ট্রকে বাধ্য করছে নতুন নীতি নিতে,International
চীন ২০৪৯ সালের মধ্যে শক্তিশালী সমাজতান্ত্রিক রাষ্ট্র গড়ে তুলতে চায়,International
সি চিন পিংয়ের সামরিক নীতি শক্তিমত্তা প্রদর্শনকে গুরুত্ব দিচ্ছে,International
এআই ও সাইবার প্রযুক্তিতে চীন যুক্তরাষ্ট্রের ঘুম হারাম করে দিচ্ছে,International
ড্রোন সাবমেরিন এজেএক্স ০০২ ভবিষ্যৎ সমুদ্রযুদ্ধে চীনের অবস্থান শক্ত করবে,International
চীন অস্ত্র রপ্তানির মাধ্যমে সহযোগী দেশের সংখ্যা বাড়াতে চাইছে,International
চীনের লক্ষ্য নিজস্ব জোট তৈরি করে পশ্চিমাদের মোকাবিলা,International
দেশটির সামরিক উন্নয়ন বিশ্ব নিরাপত্তা ভারসাম্যে বড় পরিবর্তন আনতে পারে,International
চীন এখন শুধু আঞ্চলিক নয় বৈশ্বিক খেলোয়াড়,International
চীনের নতুন সামরিক নীতি প্রতিরক্ষা নয় আক্রমণাত্মক সক্ষমতা বাড়ানোর ইঙ্গিত দেয়,International
চীনের হাইপারসনিক পরীক্ষায় যুক্তরাষ্ট্র জাপান ও কোরিয়ার মধ্যে উদ্বেগ তৈরি হয়েছে,International
চীন রাশিয়ার সঙ্গে কৌশলগত সামরিক অংশীদারিত্ব জোরদার করছে,International
চীনা অস্ত্র বাজারে রাশিয়ার জায়গা দখল করছে,International
চীনের প্রযুক্তি ভিত্তিক অস্ত্র উন্নয়নে আন্তর্জাতিক প্রতিযোগিতা বাড়ছে,International
বিশ্বব্যবস্থায় নতুন নেতৃত্ব গড়তে চীন দীর্ঘমেয়াদি পরিকল্পনা নিয়ে এগোচ্ছে,International
গুয়াম কিলার ক্ষেপণাস্ত্র যুক্তরাষ্ট্রের প্রশান্ত মহাসাগরীয় ঘাঁটির জন্য বড় ঝুঁকি,International
চীন বিশ্বশক্তি হতে চায় শান্তিপূর্ণভাবে নাকি আধিপত্য বিস্তার করে তা নিয়ে বিতর্ক চলছে,International
বিশেষজ্ঞরা বলছেন চীনের সামরিক উত্থান বিশ্ব নিরাপত্তা কাঠামোকে পাল্টে দেবে,International
হোয়াইট হাউসে সিরিয়ার প্রেসিডেন্ট আল শারাকে স্বাগত জানান ট্রাম্প,International
এটি সিরিয়ার কোনো প্রেসিডেন্টের প্রথম হোয়াইট হাউস সফর,International
আল শারা একসময় আল কায়েদার কমান্ডার ছিলেন,International
ওয়াশিংটন তাঁর মাথার দাম এক কোটি ডলার ঘোষণা করেছিল,International
একসময়ের শত্রু হলেও এবার ট্রাম্পের পাশে দাঁড়ালেন শারা,International
দুই দেশের সম্পর্ক পুনর্গঠনের ইঙ্গিত দেখা যাচ্ছে,International
ট্রাম্প আল শারাকে পারফিউম উপহার দেন,International
নিজেই পারফিউম ছিটিয়ে হাস্যরস করেন ট্রাম্প,International
ট্রাম্প মজা করে প্রশ্ন করেন কয়জন স্ত্রী,International
আল শারা জবাব দেন একজন,International
সেই মুহূর্তের ভিডিও সামাজিক মাধ্যমে ভাইরাল,International
ট্রাম্প বলেন ভবিষ্যতে কী হয় বলা যায় না,International
দুই নেতার মধ্যে বন্ধুসুলভ কথোপকথনে আলোড়ন সৃষ্টি,International
শারা নিষেধাজ্ঞা স্থায়ীভাবে তুলে নেওয়ার অনুরোধ জানিয়েছেন,International
সিরিয়ার ওপর আরোপিত সিজার অ্যাক্ট নিষেধাজ্ঞা এখন স্থগিত,International
সম্পূর্ণ বাতিল করতে কংগ্রেসের অনুমোদন প্রয়োজন,International
সফরটি এক নজিরবিহীন কূটনৈতিক ঘটনা হিসেবে বিবেচিত,International
আল শারা দীর্ঘদিনের স্বৈরশাসক আসাদকে উৎখাত করে ক্ষমতায় আসেন,International
তাঁর ইসলামপন্থী গোষ্ঠী দ্রুতগতির অভিযানে সিরিয়া দখল করে,International
৪৩ বছর বয়সে দেশের প্রেসিডেন্ট হিসেবে আন্তর্জাতিক আলোচনায়,International
ট্রাম্প তাঁর কঠিন অতীতের কথা উল্লেখ করে সহানুভূতি প্রকাশ করেন,International
ট্রাম্প বলেন অতীত না থাকলে আজকের সুযোগ নাও হতে পারত,International
শারা ট্রাম্পকে সিরিয়ার প্রাচীন নিদর্শনের প্রতিলিপি উপহার দেন,International
উপহারগুলোর মধ্যে ছিল প্রথম বর্ণমালা ও সংগীত নোট,International
সিরিয়া আন্তর্জাতিক জোটে যুক্ত হওয়ার আগ্রহ দেখিয়েছে,International
ট্রাম্প শারা বৈঠক শেষে আইএস বিরোধী জোটে সিরিয়ার যোগদানের ঘোষণা,International
মার্কিন পররাষ্ট্রনীতিতে নতুন পরিবর্তনের ইঙ্গিত পাওয়া যাচ্ছে,International
সিরিয়ার ওপর নিষেধাজ্ঞা যুক্তরাষ্ট্রের বড় চাপস্বরূপ,International
শারা চান অর্থনৈতিক সম্পর্ক স্বাভাবিক হোক,International
ট্রাম্প প্রশাসন সিরিয়াকে সুযোগ দিতে ইচ্ছুক মনে হচ্ছে,International
বিশ্বমঞ্চে সিরিয়া নতুন পরিচয়ে আবির্ভূত,International
ভিডিওতে ট্রাম্প শারার সঙ্গে হাস্যরস ও সৌহার্দ্য প্রদর্শন করেন,International
দুই দেশের অতীত বৈরিতা এখন আলোচনার জায়গায়,International
মধ্যপ্রাচ্যের নতুন কূটনৈতিক সমীকরণ তৈরি হতে পারে,International
আল শারা পশ্চিমাদের সঙ্গে সম্পর্ক পুনরায় গড়তে চাইছেন,International
ট্রাম্প বলেন সবার জীবনেই কঠিন সময় আসে,International
সিরিয়ার নতুন নেতৃত্ব নিয়ে যুক্তরাষ্ট্র সতর্কভাবে এগোচ্ছে,International
হোয়াইট হাউস সফর সিরিয়ার ইতিহাসে গুরুত্বপূর্ণ ঘটনা,International
ট্রাম্পের আচরণ আন্তর্জাতিক মহলে সমালোচনা ও প্রশংসা দুইই পেয়েছে,International
ওয়াশিংটনে সিরিয়া–যুক্তরাষ্ট্র সম্পর্ক নিয়ে নতুন আলোচনা শুরু,International
সিরিয়ার পুনর্গঠন নিয়ে সম্ভাব্য আলোচনার ইঙ্গিত মিলছে,International
সিরিয়া আবার আন্তর্জাতিক কূটনীতির কেন্দ্রবিন্দুতে আসছে,International
শারা চান সিরিয়ার ওপর আরোপিত চাপ কমুক,International
যুক্তরাষ্ট্র চাইছে সিরিয়া আইএস মোকাবিলায় সহযোগিতা বাড়াক,International
মধ্যপ্রাচ্যে নতুন রাজনৈতিক বাস্তবতা তৈরি হচ্ছে,International
সিরিয়ার ক্ষমতাবদল আন্তর্জাতিক রাজনীতিতে বড় প্রশ্ন তুলেছে,International
শারা আন্তর্জাতিক স্বীকৃতি পেতে যুক্তরাষ্ট্রের সমর্থন চান,International
হোয়াইট হাউসে শারার উপস্থিতি যুক্তরাষ্ট্রের নীতি পরিবর্তনের ইঙ্গিত,International
ট্রাম্পের পারফিউম মন্তব্য নিয়ে সামাজিক মাধ্যমে নানা প্রতিক্রিয়া,International
দুই নেতার মধ্যে ব্যক্তিগত রসিকতা আলোচনার কেন্দ্রবিন্দু,International
সিরিয়ার ভবিষ্যৎ রাজনৈতিক স্থিতিশীলতা নিয়ে প্রশ্ন রয়ে গেছে,International
ট্রাম্পের সরকার সিরিয়ার সঙ্গে নতুন অধ্যায় শুরু করতে পারে,International
সিরিয়ার অর্থনীতি পুনর্গঠনে যুক্তরাষ্ট্রের ভূমিকা গুরুত্বপূর্ণ হতে পারে,International
শারা কঠোর অতীত থাকা সত্ত্বেও বৈশ্বিক স্বীকৃতির জন্য কাজ করছেন,International
সিরিয়ার নতুন প্রশাসন পশ্চিমাদের সঙ্গে সম্পর্ক উন্নত করতে চায়,International
ট্রাম্প বলেন অতীত ভুলে এগিয়ে যেতে হবে,International
হোয়াইট হাউস সফরে ইতিহাসের প্রথম দলিল ও নিদর্শন উপহার দেন শারা,International
মধ্যপ্রাচ্যের বহু দেশ সফরটির প্রতি গভীর নজর রাখছে,International
সিরিয়ায় নতুন নেতৃত্ব পশ্চিমাদের সঙ্গে সম্পর্ক খুলতে চায়,International
শারা–ট্রাম্প বৈঠক শক্তির ভারসাম্যে নতুন পরিবর্তনের ইঙ্গিত দেয়,International
আল শারা কূটনীতিতে বাস্তববাদী অবস্থান নিচ্ছেন,International
ট্রাম্প কৌতুক করে হলেও সিরিয়ার মানবাধিকার ইস্যু উল্লেখ করেন,International
সিরিয়ার ওপর নিষেধাজ্ঞা তুলে নেওয়া বড় রাজনৈতিক সিদ্ধান্ত হবে,International
কংগ্রেস এই বিষয়ে বিভক্ত অবস্থানে রয়েছে,International
আন্তর্জাতিক মহল শারা–ট্রাম্প সম্পর্ক নিয়ে সতর্ক,International
সিরিয়ার অভ্যন্তরীণ সংঘাত এখনও পুরোপুরি শেষ হয়নি,International
শারা যুক্তরাষ্ট্রের সঙ্গে সহযোগিতা স্থায়ী করতে চাইছেন,International
হোয়াইট হাউস সফরে দুই দেশের অতীত শত্রুতা খানিকটা কমেছে,International
সিরিয়ার পুনর্গঠন ও স্থিতিশীলতার জন্য আন্তর্জাতিক সমর্থন জরুরি,International
ভিডিও ছড়িয়ে পড়ায় জনমনে সফরটি নিয়ে কৌতূহল বেড়েছে,International
বিশ্বমাধ্যম সিরিয়া–যুক্তরাষ্ট্র সম্পর্কের নতুন ভবিষ্যৎ বিশ্লেষণ করছে,International
শারা পশ্চিমাদের আস্থা অর্জনে রাজনীতিতে নরম অবস্থান নিচ্ছেন,International
ট্রাম্পের প্রশ্ন “কয়জন স্ত্রী?” মুহূর্তেই আলোচনায় পরিণত,International
শারার উত্তরে হাসির রোল কূটনীতিকে মানবিক করেছে,International
হোয়াইট হাউসে এ ধরনের রসিকতা বিরল,International
আন্তর্জাতিক কূটনীতিতে ব্যক্তিগত আচরণের গুরুত্ব আবার সামনে এলো,International
সিরিয়া নতুন আন্তর্জাতিক পরিচয়ের জন্য যুক্তরাষ্ট্রের দরজায় কড়া নাড়ছে,International
ট্রাম্প প্রশাসন সিরিয়াকে নতুন অংশীদারিত্বে যুক্ত করতে পারে,International
সফরটি মধ্যপ্রাচ্যের রাজনৈতিক মানচিত্রে বড় প্রভাব ফেলতে পারে,International
সিরিয়ার অভ্যন্তরীণ গণতান্ত্রিক পরিস্থিতি নিয়েও বিশ্ব নজর রাখছে,International
শারা ক্ষমতায় এলেও দেশটিতে স্থিতিশীলতা এখনো অনিশ্চিত,International
যুক্তরাষ্ট্র সিরিয়ার নতুন নেতৃত্বকে পরীক্ষার মুখে ফেলতে পারে,International
এই সফর দুই দেশের ইতিহাসে বড় কূটনৈতিক বাঁক,International
ট্রাম্প ও শারার বৈঠক মধ্যপ্রাচ্যে নতুন জোটের ইঙ্গিত,International
সিরিয়া বৈশ্বিক সন্ত্রাস দমনে যুক্তরাষ্ট্রের সহযোগিতা চাইছে,International
রাজনৈতিক ভবিষ্যতের জন্য এই বৈঠক রূপান্তরমূলক হতে পারে,International
উইটনি উল্ফ হার্ড বাম্বল তৈরি করে অনলাইন ডেটিংয়ে বিপ্লব আনেন,International
বাম্বল নারীকেন্দ্রিক ডেটিং অ্যাপ হিসেবে বিশ্বব্যাপী জনপ্রিয় হয়,International
৩১ বছর বয়সে উল্ফ হার্ড যুক্তরাষ্ট্রের সবচেয়ে তরুণ নারী কোটিপতি হন,International
টিন্ডার ছেড়ে নিজের অভিজ্ঞতা দিয়ে বাম্বল প্রতিষ্ঠা করেন তিনি,International
ক্যানভার প্রতিষ্ঠাতা মেলানি পার্কিন্স গ্রাফিক ডিজাইন সহজ করে বিশ্বকে বদলান,International
ক্যানভা এখন কোটি ব্যবহারকারীর বৈশ্বিক ডিজাইন প্ল্যাটফর্ম,International
অস্ট্রেলিয়ার ধনী নারী উদ্যোক্তাদের মধ্যে মেলানি অন্যতম,International
স্টারলিং ব্যাংকের প্রতিষ্ঠাতা অ্যান বডেন যুক্তরাজ্যের প্রথম নারী ব্যাংক নির্মাতা,International
ডিজিটাল ব্যাংকিংয়ে স্টারলিং ব্যাংক নতুন মান তৈরি করে,International
ব্যাংকিং সংকট থেকে শিক্ষা নিয়ে বডেন লাভজনক ডিজিটাল ব্যাংক গড়ে তোলেন,International
ভারতের বায়োকন প্রতিষ্ঠা করে কিরণ মজুমদার শ বায়োটেক খাতে পথপ্রদর্শক,International
বায়োকন আজ বৈশ্বিক বায়োফার্মা খাতে বড় শক্তি,International
ইনসুলিন সাশ্রয়ী করে কিরণ বিশ্বস্বাস্থ্যসেবায় অবদান রেখেছেন,International
রেশমা সৌজানি গার্লস হু কোড প্রতিষ্ঠা করে মেয়েদের প্রযুক্তিতে ক্ষমতায়ন করেন,International
প্রতিষ্ঠানটি ২০টির বেশি দেশে মেয়েদের কোডিং শেখায়,International
নারীদের প্রযুক্তিতে অংশগ্রহণ বাড়াতে রেশমা বিশ্বব্যাপী পরিচিত,International
শেরিল স্যান্ডবার্গ মেটার সিওও হিসেবে প্রযুক্তি খাতে বড় পরিবর্তন আনেন,International
‘লিন ইন’ আন্দোলনের মাধ্যমে তিনি নারী নেতৃত্বকে এগিয়ে দিয়েছেন,International
তাঁর বই বিশ্বজুড়ে নারীদের অনুপ্রাণিত করেছে,International
ইউটিউবের সাবেক সিইও সুজান ওজসিকি প্ল্যাটফর্মটিকে ভিডিও ইন্ডাস্ট্রির শীর্ষে পৌঁছে দেন,International
গুগলের প্রথম দিকের কর্মীদের একজন ছিলেন তিনি,International
ইউটিউব কেনায় তাঁর বড় ভূমিকা ছিল,International
গুয়ান ডিয়ান প্যাটসন্যাপ প্রতিষ্ঠা করে এআইভিত্তিক গবেষণা বিশ্লেষণে বিপ্লব আনেন,International
নাসা আইবিএমসহ বড় প্রতিষ্ঠানগুলো প্যাটসন্যাপ ব্যবহার করে,International
ডিয়ান এশিয়া অঞ্চলে প্রযুক্তি নেতৃত্বের দৃষ্টান্ত স্থাপন করেছেন,International
অ্যান ওজসিকির ‘২৩অ্যান্ডমি’ জিনগত পরীক্ষাকে সাধারণ মানুষের হাতে পৌঁছে দেয়,International
এ প্ল্যাটফর্ম স্বাস্থ্য ঝুঁকি বিশ্লেষণ সহজ করেছে,International
বিশ্বের সবচেয়ে বড় জিনগত ডেটাবেইস গড়ে তুলেছে প্রতিষ্ঠানটি,International
সারা হলি রিমোট ওয়ার্ক প্ল্যাটফর্ম গ্রোমোটলি প্রতিষ্ঠা করে বিশ্বব্যাপী পরিচিত,International
তিনি আটটি প্রতিষ্ঠান তৈরি করেছেন এবং কয়েকটি সফলভাবে বিক্রি করেছেন,International
বিশ্বজুড়ে দক্ষ কর্মী ও প্রতিষ্ঠানের সংযোগ তৈরি করছেন তিনি,International
উইটনি উল্ফ হার্ড নারীদের নিরাপদ অনলাইন স্পেস তৈরি করেন,International
বাম্বলের জনপ্রিয়তা দ্রুত বৈশ্বিক পর্যায়ে পৌঁছায়,International
নারী নেতৃত্বে ডেটিং অ্যাপের নতুন মানদণ্ড স্থাপিত হয়,International
মেলানি পার্কিন্স ক্যানভাকে ব্যবসা শিক্ষা নকশায় অপরিহার্য দিয়ে পরিণত করেন,International
২০২৩ সালেও ক্যানভা অন্যতম শক্তিশালী টেক ইউনিকর্ন,International
প্রতিষ্ঠানটির মূল্য এখন হাজার কোটি ডলার ছাড়িয়েছে,International
অ্যান বডেন ফিনটেকে নারীদের পথ দেখিয়েছেন,International
প্রথাগত ব্যাংকিংকে চ্যালেঞ্জ করে স্টারলিং ব্যাংক সফল হয়,International
যুক্তরাজ্যে নারী উদ্যোক্তা হিসেবে তাঁর অবস্থান অনন্য,International
কিরণ মজুমদার শ ভারতীয় নারীদের ব্যবসায় অনুপ্রেরণা দিয়েছেন,International
বায়োকন বিশ্বে সাশ্রয়ী বায়োসিমিলার সরবরাহ করছে,International
এশিয়ার সবচেয়ে বড় ইনসুলিন উৎপাদন কেন্দ্র এখন বায়োকন,International
রেশমা সৌজানি প্রযুক্তি শিক্ষায় বৈপ্লবিক পরিবর্তন এনেছেন,International
মেয়েদের ঝুঁকি নিতে উৎসাহ দিয়ে নতুন নেতৃত্ব তৈরি করছেন,International
যুক্তরাষ্ট্রে প্রযুক্তি খাতে নারীর ঘাটতি কমাতে তাঁর অবদান বিশাল,International
শেরিল স্যান্ডবার্গ ফেসবুকের আয় ও কার্যকারিতা বহুগুণ বাড়ান,International
নারী নেতৃত্বে তাঁর মতামত বৈশ্বিক আলোচনার বিষয়,International
প্রযুক্তি জগতে তাঁর প্রভাব দূরদৃষ্টিসম্পন্ন,International
সুজান ওজসিকি ইউটিউবকে গ্লোবাল কনটেন্ট প্ল্যাটফর্মে রূপ দেন,International
অনলাইন ভিডিও ইকোনমি শক্তিশালী করতে তাঁর ভূমিকা অপরিসীম,International
গুগলের যাত্রায় তিনিও গুরুত্বপূর্ণ অংশ ছিলেন,International
গুয়ান ডিয়ান স্টার্টআপ জগতে এআইভিত্তিক গবেষণাকে জনপ্রিয় করেন,International
প্যাটসন্যাপ এখন ১২ হাজার গ্রাহককে সেবা দেয়,International
টেকনোলজি বাজারে বড় তথ্য বিশ্লেষণে প্রতিষ্ঠানটির সুনাম,International
অ্যান ওজসিকির উদ্যোগ স্বাস্থ্য প্রযুক্তির ব্যবহারে বিপ্লব আনে,International
২৩অ্যান্ডমি ব্যক্তিগত জিনতত্ত্বকে সহজ ও সাশ্রয়ী করে,International
স্বাস্থ্যবিজ্ঞানে নতুন ওষুধ তৈরিতে এই ডেটা মূল্যবান,International
সারা হলি দূরবর্তী চাকরির ক্ষেত্রে বিশ্বজুড়ে নতুন বাজার তৈরি করেছেন,International
গ্রোমোটলি প্রতিষ্ঠান ও কর্মীকে বৈশ্বিকভাবে সংযুক্ত করছে,International
তিনি মানবহিতৈষী কাজেও সক্রিয় ভূমিকা রাখছেন,International
নারী উদ্যোক্তা হিসেবে এই ১০ জন বিশ্বে নতুন দৃষ্টান্ত স্থাপন করেছেন,International
তাঁদের সাফল্যে নারীরা ব্যবসায়ে সাহস পাচ্ছেন,International
"টেক স্টার্টআপ থেকে বায়োটেক, ব্যাংকিং সবখানে নারীর উপস্থিতি বেড়েছে",International
বিনিয়োগকারীরা এখন নারী নেতৃত্বে আরও আস্থা দেখাচ্ছেন,International
বিশ্বব্যাপী নারী উদ্যোক্তা আন্দোলন দ্রুত বৃদ্ধি পাচ্ছে,International
এই নারীরা ব্যবসায় ভবিষ্যৎ নেতৃত্বের নতুন মান গড়েছেন,International
নতুন প্রজন্ম তাঁদের গল্প থেকে অনুপ্রেরণা নিচ্ছে,International
তাঁদের ব্যবহৃত প্রযুক্তি এখন বহু শিল্পে মানদণ্ড,International
নারী উদ্ভাবনের শক্তি দেখাতে তাঁরা বিশ্ব মঞ্চে দৃঢ়ভাবে দাঁড়িয়েছেন,International
অনলাইন প্ল্যাটফর্ম থেকে জীববিজ্ঞান পর্যন্ত তাঁদের অবদান অসাধারণ,International
ব্যবসায় লিঙ্গ বৈষম্য কমাতে তাঁদের ভূমিকা গুরুত্বপূর্ণ,International
প্রতিটি প্রতিষ্ঠানের সাফল্য নারীদের জন্য নতুন দরজা খুলেছে,International
তাঁদের গল্প দেখায়—চ্যালেঞ্জ থাকা সত্ত্বেও নারীরা পারেই,International
প্রযুক্তি খাতে নারীর উপস্থিতি আগের যেকোনো সময়ের তুলনায় বেশি,International
তাঁদের পথচলা বিশ্ব অর্থনীতিতে নতুন অধ্যায় তৈরি করছে,International
এই দশ নারী দেখিয়েছেন আইডিয়া থাকলে সাফল্য সম্ভব,International
