Text,Lebel
সুদীপার রাগ নিয়ন্ত্রণহীন বলে মন্তব্য এসেছে,Hate
এভাবে ক্যাব চালকের সঙ্গে আচরণ অশালীন বলে কেউ কেউ বলেছেন,Hate
ঘটনাটি সন্তানের সামনে হওয়ায় অনেকে অসন্তুষ্ট,Hate
চালকের ভাষায় উত্তেজিত হওয়া অনেকে নেতিবাচক দেখেছে,Hate
গাড়ির দিক নিয়ে তর্ক করাকে ছোট মানসিকতা বলা হচ্ছে,Hate
অতিরিক্ত প্রতিক্রিয়া দেখানো নিয়ে সমালোচনা উঠেছে,Hate
চালককে মারার ঘটনাকে অনেকে লজ্জাজনক বলেছেন,Hate
এভাবে বিষয়কে উত্তপ্ত করা মানুষ পছন্দ করেনি,Hate
চালককে অপমান করা আচরণকে কেউ কেউ ঘৃণা প্রকাশ করেছে,Hate
মাঝপথে নাটকীয়তা সৃষ্টি করাকে অনেকে বিরক্তিকর মনে করছে,Hate
চালকের প্রতি রূঢ় ভাষা ব্যবহার সমালোচিত হয়েছে,Hate
জামায়াত আমির বলেছেন তারা ধর্মকে ব্যবহার করেন না,Non-Hate
তিনি জানিয়েছেন ধর্ম তাদের বিশ্বাসের অংশ,Non-Hate
নির্বাচনের সময় কারা ধর্ম ব্যবহার করে সে বিষয়ে তিনি মন্তব্য করেছেন,Non-Hate
তিনি বলেছেন তসবিহ তারা সবসময় ব্যবহার করেন না,Non-Hate
তিনি মনে করেন নির্বাচন সময়মতো হওয়া উচিত,Non-Hate
তিনি বলেছেন নির্বাচন বিলম্ব হলে দেশের ক্ষতি হবে,Non-Hate
তিনি জানান তারা জনগণের জন্য রাজনীতি করেন,Non-Hate
তিনি নির্বাচনের বিষয়ে নিজের অবস্থান স্পষ্ট করেছেন,Non-Hate
তিনি বলেন কাজের মাধ্যমেই প্রমাণ দিতে চান,Non-Hate
খালেদা জিয়ার অসুস্থতা নিয়ে তিনি দোয়ার কথা বলেছেন,Non-Hate
তিনি বলেন সুস্থতা আল্লাহর হাতে,Non-Hate
তিনি উল্লেখ করেন সবাইকে তাঁর প্রতি শ্রদ্ধাশীল হতে হবে,Non-Hate
তিনি ইইউ প্রতিনিধিদের সঙ্গে বিভিন্ন বিষয়ে আলোচনা করেছেন,Non-Hate
বৈঠকে জাতীয় সরকারের ধারণা তুলে ধরা হয়,Non-Hate
তিনি বলেন দেশের স্থিতিশীলতা গুরুত্বপূর্ণ,Non-Hate
তিনি দুর্নীতি না করার প্রতিশ্রুতি উল্লেখ করেন,Non-Hate
তিনি সমান বিচার প্রতিষ্ঠার কথা বলেছেন,Non-Hate
তিনি বলেছেন সবাইকে একসঙ্গে কাজ করতে হবে,Non-Hate
জাতীয় সরকার গঠনে তিনি অন্তর্ভুক্তির কথা বলেছেন,Non-Hate
তিনি শিক্ষা ও অভিবাসন বিষয়ে মতামত দিয়েছেন,Non-Hate
তিনি ভোটার টার্নওভার বিষয়েও উদ্বেগ প্রকাশ করেছেন,Non-Hate
তিনি বলেন একই দিনে দুটো নির্বাচন হলে সমস্যা হতে পারে,Non-Hate
ইইউ প্রতিনিধি দল অন্তর্ভুক্তিমূলক বাংলাদেশ দেখার কথা বলেছেন,Non-Hate
তিনি জানান তাঁদের পরিকল্পনা প্রস্তুত আছে,Non-Hate
তিনি উল্লেখ করেন তারা প্রয়োজন অনুযায়ী পরিকল্পনা প্রকাশ করবেন,Non-Hate
বৈঠকে রোহিঙ্গা সমস্যা নিয়েও আলোচনা হয়েছে,Non-Hate
তারা সমাজে আইনের শাসন প্রতিষ্ঠার কথা বলেছেন,Non-Hate
তিনি নির্বাচনের সময়সূচি বজায় রাখার গুরুত্ব বুঝিয়েছেন,Non-Hate
তিনি জনগণের ভালোবাসার কথা উল্লেখ করেছেন,Non-Hate
তিনি বলেন দেশের স্বার্থকেই প্রাধান্য দিতে হবে,Non-Hate
তিনি ভবিষ্যৎ সরকারের কাঠামো নিয়ে তাঁদের দৃষ্টিভঙ্গি জানিয়েছেন,Non-Hate
তিনি অর্থনীতি পুনর্গঠন নিয়ে মতামত দিয়েছেন,Non-Hate
তিনি বলেন দেশের স্থিতিশীলতা ফিরিয়ে আনা জরুরি,Non-Hate
তিনি ব্যাখ্যা করেন নির্বাচিত হলে প্রথম ১০০ দিনের পরিকল্পনা আছে,Non-Hate
তিনি সমাজের নিরাপত্তা নিশ্চিত করার কথা বলেছেন,Non-Hate
তিনি জানান কেউ দুর্নীতি না করলে দলীয় কাঠামো শক্তিশালী হবে,Non-Hate
তিনি সমান বিচারের প্রয়োজনীয়তা জানিয়েছেন,Non-Hate
তিনি বলেন অন্তর্ভুক্তিমূলক বাংলাদেশ গড়তে চান,Non-Hate
তিনি সাংবাদিকদের প্রশ্নের উত্তর দিয়েছেন,Non-Hate
তিনি বলেন দেশের স্বার্থে সবাইকে ঐক্যবদ্ধ হতে হবে,Non-Hate
তিনি রাজনৈতিক হস্তক্ষেপমুক্ত বিচার ব্যবস্থার কথা বলেছেন,Non-Hate
তিনি ইইউ বৈঠকে বিভিন্ন উন্নয়ন পরিকল্পনা তুলে ধরেছেন,Non-Hate
তিনি মনে করেন দেশের জনগণই সিদ্ধান্ত নেবে,Non-Hate
তিনি দল বা ব্যক্তির জন্য নয় জনগণের জন্য রাজনীতি করতে চান,Non-Hate
তিনি বলেন দেশের ভবিষ্যৎ উন্নয়নই তাঁদের লক্ষ্য,Non-Hate
তিনি সাংবাদিকদের সঙ্গে খোলামেলা কথা বলেছেন,Non-Hate
তিনি উল্লেখ করেন বর্তমান নির্বাচনী প্রক্রিয়া স্বচ্ছ হওয়া উচিত,Non-Hate
তিনি কর্মসংস্থান সৃষ্টির বিষয়ে কথা বলেছেন,Non-Hate
তিনি বলেন শিক্ষা বিনিময় ভবিষ্যতে গুরুত্বপূর্ণ হবে,Non-Hate
তিনি নির্বাচনের নিয়ম নিয়ে উদ্বেগ প্রকাশ করেছেন,Non-Hate
তিনি বলেন জনগণের অধিকার সুরক্ষিত করা জরুরি,Non-Hate
তিনি মনে করেন রাজনৈতিক স্থিতিশীলতাই দেশের উন্নয়নের মূল,Non-Hate
তিনি নির্বাচন ঘিরে বিভিন্ন মতামত দিয়েছেন,Non-Hate
তিনি বলেন সকল দলকে রাষ্ট্র নির্মাণে যোগ দিতে হবে,Non-Hate
তিনি প্রতিশ্রুতি দিয়েছেন দুর্নীতি রোধ করবেন,Non-Hate
তিনি নির্বাচনী পরিবেশ শান্ত রাখার আহ্বান জানিয়েছেন,Non-Hate
তিনি বলেন দেশবাসীর মতামতকে সম্মান করতে হবে,Non-Hate
তিনি জনগণের বিশ্বাস অর্জনের গুরুত্ব উল্লেখ করেছেন,Non-Hate
তিনি জানান দেশকে এগিয়ে নিতে সবাইকে একসঙ্গে কাজ করতে হবে,Non-Hate
তিনি নির্বাচন পৃথক করার প্রস্তাবের কথা বলেন,Non-Hate
তিনি রাষ্ট্রীয় কাঠামো নিয়ে নিজেদের দৃষ্টিভঙ্গি তুলে ধরেন,Non-Hate
তিনি ইইউ প্রতিনিধিদের বিভিন্ন প্রশ্নের উত্তর দিয়েছেন,Non-Hate
তিনি দেশের গণতান্ত্রিক প্রক্রিয়ার উন্নতির কথা বলেছেন,Non-Hate
তিনি শান্তিপূর্ণ নির্বাচনের প্রয়োজনীয়তা উল্লেখ করেছেন,Non-Hate
তিনি সাংবাদিকদের সঙ্গে ধারাবাহিকভাবে কথা বলেছেন,Non-Hate
তিনি রাজনীতির নৈতিকতা নিয়ে মন্তব্য করেন,Non-Hate
তিনি দেশের সার্বিক পরিস্থিতি নিয়ে আলোচনা করেন,Non-Hate
তিনি বলেন রাজনৈতিক মতপার্থক্য স্বাভাবিক,Non-Hate
তিনি নির্বাচন বিষয়ে যুক্তি তুলে ধরেন,Non-Hate
তিনি সমাজে আইনের শাসন প্রতিষ্ঠার প্রতিশ্রুতি দেন,Non-Hate
তিনি বিদেশিদের কাছে দেশের পরিস্থিতি ব্যাখ্যা করেন,Non-Hate
তিনি দেশের উন্নয়নে সহযোগিতার কথা বলেন,Non-Hate
তিনি সামাজিক স্থিতিশীলতার গুরুত্ব ব্যাখ্যা করেন,Non-Hate
তিনি দেশের অর্থনীতি পুনরুদ্ধারের কথা বলেন,Non-Hate
তিনি কাঠামোগত সংস্কারের প্রয়োজনীয়তা তুলে ধরেন,Non-Hate
তিনি বলেন দেশের ভবিষ্যৎ প্রজন্মের জন্য কাজ করতে হবে,Non-Hate
তিনি জবাবদিহিতা নিশ্চিত করার কথা বলেন,Non-Hate
তিনি সাংবাদিকদের প্রশ্ন শুনে উত্তর দেন,Non-Hate
তিনি ভোটারদের সিদ্ধান্তকে সম্মান করতে বলেন,Non-Hate
তিনি নির্বাচনী প্রক্রিয়া শান্ত রাখা জরুরি উল্লেখ করেন,Non-Hate
তিনি রাজনৈতিক মতামত নিয়ে ভিন্নমত গ্রহণের কথা বলেন,Non-Hate
তিনি বলেন দেশের উন্নয়ন পরিকল্পনায় সবাইকে যুক্ত করতে হবে,Non-Hate
তিনি দেশের সার্বিক স্বার্থকে গুরুত্ব দেন,Non-Hate
তিনি নির্বাচন ও গণভোট আলাদা করার যুক্তি দেন,Non-Hate
তিনি উন্নয়নমূলক কাজের প্রতিশ্রুতি দেন,Non-Hate
তিনি বলেন সময়মতো সিদ্ধান্ত নেওয়া জরুরি,Non-Hate
তিনি দেশের অভ্যন্তরীণ সমস্যার সমাধানে গুরুত্ব দেন,Non-Hate
তিনি ইইউ প্রতিনিধিদের কাছে নিজের অবস্থান পরিষ্কার করেন,Non-Hate
তিনি নির্বাচনী প্রস্তুতির কথা উল্লেখ করেন,Non-Hate
তিনি রোহিঙ্গা সমস্যার মানবিক দিক তুলে ধরেন,Non-Hate
তিনি দেশের ভবিষ্যৎ পরিকল্পনার কথা বলেন,Non-Hate
তিনি দেশের সার্বিক পরিস্থিতি নিয়ে আশাবাদ ব্যক্ত করেন,Non-Hate
তিনি রাজনৈতিক প্রক্রিয়ায় সকলের অংশগ্রহণের প্রয়োজনীয়তা ব্যাখ্যা করেন,Non-Hate
এলডিপির চেয়ারম্যান সেলিম নেতাকর্মীদের নিয়ে বিএনপিতে যোগ দিয়েছেন,Non-Hate
তিনি লক্ষ্মীপুর ১ আসনে প্রচার চালাচ্ছেন,Non-Hate
বিএনপি তাঁকে মনোনয়ন দেওয়ার ঘোষণা দিয়েছে,Non-Hate
গুলশানে যোগদান অনুষ্ঠান আয়োজন করা হয়,Non-Hate
বিএনপির স্থায়ী কমিটির সদস্যরা অনুষ্ঠানে উপস্থিত ছিলেন,Non-Hate
সেলিম জানান তিনি দীর্ঘদিন বিএনপির রাজনীতির সঙ্গে যুক্ত ছিলেন,Non-Hate
তিনি চট্টগ্রাম ও রামগঞ্জে দলের নির্দেশে কাজ করেছেন,Non-Hate
পরিস্থিতির কারণে একসময় তাঁকে দল থেকে সরে যেতে হয়েছিল,Non-Hate
তিনি বলেন হৃদয়ে তিনি সবসময় বিএনপিকে ধারণ করেছেন,Non-Hate
এলডিপি বিলুপ্তিকে তিনি ঘরে ফেরার সঙ্গে তুলনা করেন,Non-Hate
তিনি এলডিপি থেকে আসা নেতাদের যথাযথ মূল্যায়নের অনুরোধ জানান,Non-Hate
আমীর খসরু বলেন এলডিপি বিলুপ্ত করে বিএনপিতে যোগদান সাহসী সিদ্ধান্ত,Non-Hate
তিনি বলেন সেলিমের অবদান বিবেচনায় তাঁকে মনোনয়ন দেওয়া হয়েছে,Non-Hate
এ্যানি বলেন এলডিপি বিলুপ্ত করে যোগদান গুরুত্বপূর্ণ বার্তা বহন করে,Non-Hate
তিনি সেলিমের আন্দোলনে ভূমিকা উল্লেখ করেন,Non-Hate
তিনি সবাইকে ঐক্যবদ্ধ থাকার আহ্বান জানান,Non-Hate
যোগদান অনুষ্ঠানে দলীয় নেতারা শুভেচ্ছা জানান,Non-Hate
সেলিম বলেন এলডিপির নেতাকর্মীরা বিএনপিতে কাজ করতে উৎসাহী,Non-Hate
তিনি মনে করেন এটি নতুন রাজনৈতিক অধ্যায়,Non-Hate
বিএনপি নেতৃত্ব যোগদানকে ইতিবাচকভাবে গ্রহণ করেছে,Non-Hate
তিনি দলটির প্রতি কৃতজ্ঞতা প্রকাশ করেন,Non-Hate
তিনি রাজনৈতিকভাবে নতুনভাবে কাজ শুরুর আশা করেন,Non-Hate
তিনি নেতাকর্মীদের সমর্থনের কথা উল্লেখ করেন,Non-Hate
বিএনপি এই যোগদানকে দল শক্তিশালী হওয়ার সুযোগ হিসেবে দেখছে,Non-Hate
তিনি প্রচারণায় জনগণের প্রতিক্রিয়া সম্পর্কে কথা বলেন,Non-Hate
তিনি লক্ষ্মীপুর ১ আসনে উন্নয়ন পরিকল্পনার কথা বলেছেন,Non-Hate
অনুষ্ঠানে সাংবাদিকের প্রশ্নের উত্তর দেওয়া হয়,Non-Hate
তিনি দলের প্রতি আস্থা ও সমর্থন প্রকাশ করেন,Non-Hate
বিএনপি নেতারা যৌথভাবে কাজ করার আহ্বান জানান,Non-Hate
তিনি আগামীর রাজনীতিতে ইতিবাচক ভূমিকা রাখতে চান,Non-Hate
এলডিপি বিলুপ্তির কারণ দলীয়ভাবে ব্যাখ্যা করা হয়,Non-Hate
তিনি বলেন নতুন পথচলা সবার জন্য ভালো হবে,Non-Hate
বিএনপির নেতারা নতুন যোগদানকারীদের স্বাগত জানান,Non-Hate
তিনি দলের প্রতি তার বিশ্বাস পুনর্ব্যক্ত করেন,Non-Hate
সেলিম জানান দলকে শক্তিশালী করাই তাদের লক্ষ্য,Non-Hate
তিনি বলেন দলগত ঐক্য থাকলে সাফল্য সহজ,Non-Hate
যোগদান অনুষ্ঠান শান্তিপূর্ণভাবে অনুষ্ঠিত হয়,Non-Hate
বিএনপির নেতারা রাজনৈতিক পরিস্থিতি নিয়ে আলোচনা করেন,Non-Hate
তিনি বলেন জনগণের সেবাই প্রধান উদ্দেশ্য,Non-Hate
তিনি ভবিষ্যতে দলের দায়িত্ব পালনে প্রস্তুত,Non-Hate
বিএনপি তাঁকে নিয়ে আত্মবিশ্বাস প্রকাশ করেছে,Non-Hate
তিনি নেতাকর্মীদের ধন্যবাদ জানান,Non-Hate
তিনি বলেন দলের প্রতি নিবেদন বজায় থাকবে,Non-Hate
তিনি রাজনৈতিক স্থিতিশীলতার গুরুত্ব উল্লেখ করেন,Non-Hate
বিএনপি এই যোগদানকে ইতিবাচক পরিবর্তন হিসেবে দেখছে,Non-Hate
তিনি বলেন যৌথভাবে কাজ করলে সাফল্য আসবেই,Non-Hate
তিনি দলের নেতৃত্বকে সম্মান জানান,Non-Hate
নতুন দলে কাজের সুযোগ পাওয়ায় তিনি আনন্দ প্রকাশ করেন,Non-Hate
তিনি গণতন্ত্রকে এগিয়ে নিতে চান,Non-Hate
সেলিম বলেন তিনি জনগণের আস্থা অর্জনে কাজ করবেন,Non-Hate
তিনি বলেন বিএনপির উন্নয়ন পরিকল্পনায় তিনি ভূমিকা রাখবেন,Non-Hate
অনুষ্ঠানে উপস্থিত সবাই যোগদানকারীদের শুভকামনা জানান,Non-Hate
তিনি নির্বাচনী প্রচারণা জোরদার করার কথা বলেন,Non-Hate
তিনি নেতাকর্মীদের সাথে ভবিষ্যৎ পরিকল্পনা শেয়ার করেন,Non-Hate
বিএনপি নেতারা যোগদানকে স্বাগত জানান,Non-Hate
তিনি আসনের উন্নয়ন কার্যক্রম নিয়ে কথা বলেন,Non-Hate
তিনি নির্বাচনে দলকে শক্তিশালী করতে চান,Non-Hate
তিনি আগের অভিজ্ঞতা কাজে লাগানোর কথা বলেন,Non-Hate
সেলিম বলেন দল তাকে যে দায়িত্ব দিয়েছে তা সম্মান করবেন,Non-Hate
তিনি লক্ষ্মীপুর ১ আসনে জনগণের সমর্থন আশা করেন,Non-Hate
তিনি বলেন সংগঠনকে আরও শক্তিশালী করা হবে,Non-Hate
বিএনপির নেতারা বলেন নতুন সদস্যরা দলকে এগিয়ে নেবে,Non-Hate
তিনি বলেন রাজনীতিতে ইতিবাচক ভূমিকা রাখতে চান,Non-Hate
তিনি জানান দলের প্রতি বিশ্বাস ছিল সবসময়,Non-Hate
তিনি আগামীর চ্যালেঞ্জ মোকাবিলার প্রস্তুতি ব্যক্ত করেন,Non-Hate
সেলিম বলেন কর্মীদের মূল্যায়ন দলকে আরও এগিয়ে নেবে,Non-Hate
তিনি নিজের রাজনৈতিক যাত্রা নিয়ে কথা বলেন,Non-Hate
তিনি নতুন দায়িত্বে সফল হতে চান,Non-Hate
তিনি জনগণের প্রত্যাশা পূরণে প্রতিশ্রুতিবদ্ধ,Non-Hate
বিএনপি নতুন সদস্যদের সুযোগ দেওয়ার প্রতিশ্রুতি দেয়,Non-Hate
তিনি বলেন দলকে ঐক্যবদ্ধ রাখা জরুরি,Non-Hate
যোগদান অনুষ্ঠানে বিভিন্ন রাজনৈতিক আলোচনা হয়,Non-Hate
তিনি মানুষের সেবা করতে চান,Non-Hate
তিনি রাজনীতিতে সহমর্মিতার গুরুত্ব উল্লেখ করেন,Non-Hate
তিনি বলেন জনগণের ভালোবাসাই তাঁর শক্তি,Non-Hate
তিনি ভবিষ্যৎ নির্বাচনী পরিকল্পনা নিয়ে বলেন,Non-Hate
তিনি আগের দলের অভিজ্ঞতা কাজে লাগাতে চান,Non-Hate
তিনি বলেন দলবদ্ধভাবে কাজ করলে সফলতা নিশ্চিত,Non-Hate
বিএনপি নেতারা নতুন যাত্রা স্বাগত জানান,Non-Hate
তিনি দলের ভবিষ্যৎ লক্ষ্য বাস্তবায়নে কাজ করবেন,Non-Hate
তিনি নিজের মনোনয়ন পেয়ে কৃতজ্ঞতা প্রকাশ করেন,Non-Hate
তিনি বলেন জনগণের আস্থাই তাঁর প্রেরণা,Non-Hate
তিনি নির্বাচনী মাঠে সক্রিয় থাকার কথা জানান,Non-Hate
তিনি জানান এই সিদ্ধান্ত তাঁর রাজনৈতিক জীবনের গুরুত্বপূর্ণ অংশ,Non-Hate
সাখাওয়াত হোসেন বলেছেন নির্বাচন পরিবেশ সম্পর্কে নির্বাচন কমিশন সিদ্ধান্ত দেবে,Non-Hate
তিনি জানান তাঁদের দায়িত্ব নেওয়ার সময় নির্বাচন দেওয়ার শর্ত ছিল না,Non-Hate
সংবাদ সম্মেলনে তিনি শ্রম মন্ত্রণালয়ের সাফল্য তুলে ধরেন,Non-Hate
সচিবালয়ে এক বছরের অর্জন নিয়ে আলোচনা হয়,Non-Hate
শ্রমসচিব সানোয়ার জাহান ভুঁইয়া অনুষ্ঠানে উপস্থিত ছিলেন,Non-Hate
তিনি বলেন তাঁদের কাউকে নির্দিষ্ট সময়ের মধ্যে নির্বাচন দিতে বলা হয়নি,Non-Hate
তিনি জানান নির্বাচন হবে—এ কথা তাঁরাই বলেছেন,Non-Hate
নির্বাচন প্রসঙ্গে তিনি রাজনৈতিক গতিশীলতার কথা উল্লেখ করেন,Non-Hate
তিনি বলেন রাজনৈতিক দলগুলোর দৌড়াদৌড়িতে সরকার হস্তক্ষেপ করতে পারে না,Non-Hate
তিনি বলেন সময়মতো নির্বাচন হওয়া উচিত,Non-Hate
তিনি নির্বাচিত সরকারের প্রয়োজনীয়তা উল্লেখ করেন,Non-Hate
তিনি গণতান্ত্রিক চর্চা প্রতিষ্ঠার আকাঙ্ক্ষা ব্যক্ত করেন,Non-Hate
গত ১৭–১৮ বছরের অভিজ্ঞতা নিয়ে তিনি মন্তব্য করেন,Non-Hate
তিনি বলেন সুস্থ গণতন্ত্র প্রতিষ্ঠাই বড় ক্রেডিট হবে,Non-Hate
তিনি জানান নির্বাচন কমিশনই বলতে পারবে নির্বাচন পরিবেশ কেমন,Non-Hate
তিনি নির্বাচন বিষয়ে মন্তব্য করতে অপারগতা প্রকাশ করেন,Non-Hate
তিনি নিজের অতীত দায়িত্বের অভিজ্ঞতা উল্লেখ করেন,Non-Hate
সাংবাদিকদের বিভিন্ন প্রশ্নের উত্তর দেন তিনি,Non-Hate
তিনি রাজনৈতিক পরিস্থিতি নিয়ে মতামত দেন,Non-Hate
তিনি বলেন রাজনৈতিক দলগুলো এখন অনিশ্চয়তায় রয়েছে,Non-Hate
তিনি বলেন দলগুলো তাদের ভবিষ্যৎ দিক নির্ধারণে সংগ্রাম করছে,Non-Hate
তিনি বলেন সরকার ও দল ভিন্ন অবস্থানে গেলে তা রাজনৈতিক ক্যাওয়াজ হবে,Non-Hate
তিনি দেশের সার্বিক রাজনৈতিক দৃশ্যপট উল্লেখ করেন,Non-Hate
তিনি নির্বাচন প্রসঙ্গে স্বচ্ছতার গুরুত্ব তুলে ধরেন,Non-Hate
তিনি বলেন দায়িত্ব নেওয়ার সময় তাঁরা নির্দিষ্ট প্রতিশ্রুতি পাননি,Non-Hate
সংবাদ সম্মেলনে বিভিন্ন প্রশ্নোত্তর পর্ব হয়,Non-Hate
তিনি শ্রম মন্ত্রণালয়ের অর্জন তুলে ধরেন,Non-Hate
তিনি বলেন নির্বাচনের বিষয়ে কমিশনই কর্তৃপক্ষ,Non-Hate
তিনি নির্বাচন ইস্যুতে নিরপেক্ষ থাকার চেষ্টা ব্যক্ত করেন,Non-Hate
তিনি দেশের গণতান্ত্রিক কাঠামো নিয়ে কথা বলেন,Non-Hate
তিনি অতীত অভিজ্ঞতার আলোকে মন্তব্য রাখেন,Non-Hate
শ্রম মন্ত্রণালয়ের কার্যক্রম সম্পর্কেও তিনি ধারণা দেন,Non-Hate
তিনি বলেন রাজনৈতিক দলগুলোর অবস্থান পরিবর্তন স্বাভাবিক,Non-Hate
তিনি দেশের গণতান্ত্রিক ভবিষ্যৎ নিয়ে আশাবাদী,Non-Hate
তিনি নির্বাচন প্রসঙ্গে অতিরিক্ত মন্তব্য এড়িয়ে যান,Non-Hate
সংবাদ সম্মেলনে উপস্থিত অতিথিরা সাফল্য তুলে ধরেন,Non-Hate
তিনি শ্রমসচিবের সঙ্গে যৌথভাবে বক্তব্য দেন,Non-Hate
তিনি নির্বাচনী প্রক্রিয়া সময়মতো সম্পন্ন হওয়া প্রয়োজন বলে মনে করেন,Non-Hate
তিনি বলেন দেশের উন্নয়ন ধারাবাহিক রাখা জরুরি,Non-Hate
তিনি রাজনৈতিক দলগুলোর দায়িত্বশীল আচরণের প্রত্যাশা করেন,Non-Hate
তিনি বলেন নির্বাচনের সময়সীমা নির্ধারণ কমিশনের বিষয়,Non-Hate
তিনি দেশের বর্তমান পরিস্থিতি বিশ্লেষণ করেন,Non-Hate
তিনি নির্বাচন নিয়ে অযথা বিতর্ক চান না,Non-Hate
তিনি বলেন দায়িত্ব নেওয়ার সময় তাঁদের কাজ নির্ধারিত ছিল,Non-Hate
তিনি শ্রম মন্ত্রণালয়ের উন্নয়নচিত্র তুলে ধরেন,Non-Hate
তিনি সাংবাদিকদের বিভিন্ন প্রাসঙ্গিক বিষয়ে ধারণা দেন,Non-Hate
তিনি নির্বাচনের প্রক্রিয়া এগিয়ে যাবে বলে আশা করেন,Non-Hate
তিনি বলেন দেশে শান্তিপূর্ণ রাজনৈতিক পরিবেশ প্রয়োজন,Non-Hate
তিনি শ্রম খাতের ভবিষ্যৎ পরিকল্পনা নিয়ে কথা বলেন,Non-Hate
তিনি বলেন শ্রম খাতের অর্জন ভবিষ্যতে আরও বাড়বে,Non-Hate
সংবাদ সম্মেলনে নীতি–সংক্রান্ত আলোচনা হয়,Non-Hate
তিনি শ্রমিকদের কল্যাণে সরকারের কাজ তুলে ধরেন,Non-Hate
তিনি নির্বাচনের প্রস্তুতি নিয়ে মন্তব্য করতে চাননি,Non-Hate
তিনি বলেন মানুষ ভোটের মাধ্যমে নেতৃত্ব নির্বাচন করবে,Non-Hate
তিনি রাজনৈতিক দলগুলোর ভূমিকা নিয়ে চিন্তা প্রকাশ করেন,Non-Hate
তিনি নির্বাচনের প্রয়োজনীয়তা তুলে ধরেন,Non-Hate
তিনি দেশে গণতান্ত্রিক প্রক্রিয়া প্রতিষ্ঠার লক্ষ্য উল্লেখ করেন,Non-Hate
তিনি অতীত অভিজ্ঞতা থেকে শিক্ষা নেওয়ার কথা বলেন,Non-Hate
তিনি বলেন নির্বাচন সঠিক সময়ে সম্পন্ন হওয়া রাষ্ট্রের জন্য জরুরি,Non-Hate
তিনি বলেন রাজনৈতিক আনিশ্চয়তা দেশের ওপর প্রভাব ফেলে,Non-Hate
তিনি সংবাদ সম্মেলনে মিডিয়ার প্রশ্নধারা প্রশংসা করেন,Non-Hate
তিনি শ্রম খাতের সাফল্যকে ইতিবাচক বলেন,Non-Hate
তিনি গণমাধ্যমের দায়িত্বশীল ভূমিকা উল্লেখ করেন,Non-Hate
তিনি বলেন নির্বাচন কমিশন স্বাধীনভাবে কাজ করছে,Non-Hate
তিনি বলেন রাজনৈতিক দলগুলো নিজেদের ভূমিকা ঠিক করবে,Non-Hate
তিনি শ্রম মন্ত্রণালয়ের পরিকল্পনা নিয়ে কথা বলেন,Non-Hate
তিনি বলেন বৈশ্বিক গণতন্ত্রের সঙ্গে তাল মেলানো দরকার,Non-Hate
তিনি রাজনৈতিক দলগুলোর সিদ্ধান্তকে সম্মান জানান,Non-Hate
তিনি নির্বাচন প্রসঙ্গে সংযত মন্তব্য রাখেন,Non-Hate
তিনি সময়মতো সরকার গঠনের গুরুত্ব ব্যাখ্যা করেন,Non-Hate
তিনি বলেন জনগণের অংশগ্রহণই গণতন্ত্রের শক্তি,Non-Hate
তিনি বলেন নির্বাচনের পরিবেশ নিয়ে মন্তব্য করা কমিশনের দায়িত্ব,Non-Hate
তিনি শ্রম মন্ত্রণালয়ের বিভিন্ন কর্মসূচি তুলে ধরেন,Non-Hate
তিনি উন্নয়ন পরিকল্পনা বাস্তবায়নের আশাবাদ ব্যক্ত করেন,Non-Hate
তিনি রাজনৈতিক দলগুলোকে সময়মতো সিদ্ধান্ত নিতে আহ্বান জানান,Non-Hate
তিনি বলেন সরকারের লক্ষ্য উন্নয়ন অব্যাহত রাখা,Non-Hate
তিনি সংবাদ সম্মেলনে অতীত কাজের হিসাব দেন,Non-Hate
তিনি শ্রম–বাজারের উন্নয়ন নিয়ে কথা বলেন,Non-Hate
তিনি বলেন নির্বাচন যেভাবে হবে কমিশন তা জানাবে,Non-Hate
তিনি দেশের ভবিষ্যতের জন্য সবাইকে দায়িত্বশীল হওয়ার আহ্বান জানান,Non-Hate
তিনি বলেন সরকার গণতান্ত্রিক ধারা বজায় রাখতে চায়,Non-Hate
তিনি বলেন রাজনৈতিক ভবিষ্যৎ জনগণের হাতেই,Non-Hate
রাজশাহীতে এনসিপির কমিটি নিয়ে সংবাদ সম্মেলন অনুষ্ঠিত হয়,Non-Hate
দলের একটি অংশ সাইফুল ইসলামের বিরুদ্ধে অভিযোগ তোলে,Non-Hate
নেতারা কমিটি পুনর্গঠনের দাবি জানান,Non-Hate
তারা অভিযোগ করেন সাইফুল ইসলামের সঙ্গে আওয়ামী লীগের ঘনিষ্ঠতা রয়েছে,Non-Hate
নাহিদুল ইসলাম সংবাদ সম্মেলনে বক্তব্য রাখেন,Non-Hate
তিনি এনসিপি জেলা কমিটির যুগ্ম সদস্যসচিব,Non-Hate
তিনি বৈষম্যবিরোধী ছাত্র আন্দোলনের আহ্বায়ক,Non-Hate
সংবাদ সম্মেলনে কমিটির বিভিন্ন বিষয়ে আলোচনা হয়,Non-Hate
নেতারা জানান তাঁরা গণপদত্যাগের ঘোষণা দিয়েছেন,Non-Hate
তাঁরা কমিটি পুনর্গঠনের প্রয়োজনীয়তা তুলে ধরেন,Non-Hate
সংবাদ সম্মেলনে জুলাই আন্দোলনের সদস্যরা ছিলেন,Non-Hate
নাহিদুল ইসলাম অভিযোগের বিভিন্ন দিক ব্যাখ্যা করেন,Non-Hate
